Time [sec]		Acceleration [m/sec2]	Velocity [m/sec] 	Displacement [m] 
17.00000  		-5.57641        	-0.41870         	-0.09055         
17.01000  		-5.26239        	-0.47289         	-0.09501         
17.02000  		-4.76820        	-0.52305         	-0.09999         
17.03000  		-4.21238        	-0.56795         	-0.10545         
17.04000  		-3.69943        	-0.60751         	-0.11133         
17.05000  		-3.28225        	-0.64242         	-0.11759         
17.06000  		-2.95341        	-0.67359         	-0.12417         
17.07000  		-2.66383        	-0.70168         	-0.13105         
17.08000  		-2.35828        	-0.72679         	-0.13819         
17.09000  		-2.00383        	-0.74860         	-0.14557         
17.10000  		-1.59388        	-0.76659         	-0.15315         
17.11000  		-1.13395        	-0.78023         	-0.16089         
17.12000  		-0.62664        	-0.78903         	-0.16874         
17.13000  		-0.06540        	-0.79249         	-0.17665         
17.14000  		0.56542         	-0.78999         	-0.18457         
17.15000  		1.28808         	-0.78073         	-0.19243         
17.16000  		2.12030         	-0.76368         	-0.20016         
17.17000  		3.05297         	-0.73782         	-0.20767         
17.18000  		4.03270         	-0.70239         	-0.21488         
17.19000  		4.96800         	-0.65739         	-0.22169         
17.20000  		5.75733         	-0.60376         	-0.22800         
17.21000  		6.31964         	-0.54337         	-0.23374         
17.22000  		6.61268         	-0.47871         	-0.23886         
17.23000  		6.63861         	-0.41246         	-0.24331         
17.24000  		6.43727         	-0.34708         	-0.24711         
17.25000  		6.06976         	-0.28454         	-0.25026         
17.26000  		5.60671         	-0.22616         	-0.25281         
17.27000  		5.12768         	-0.17249         	-0.25480         
17.28000  		4.71882         	-0.12325         	-0.25628         
17.29000  		4.45902         	-0.07737         	-0.25728         
17.30000  		4.40119         	-0.03306         	-0.25783         
17.31000  		4.56082         	0.01175          	-0.25794         
17.32000  		4.91035         	0.05910          	-0.25759         
17.33000  		5.37521         	0.11053          	-0.25674         
17.34000  		5.84870         	0.16665          	-0.25536         
17.35000  		6.23642         	0.22707          	-0.25339         
17.36000  		6.50018         	0.29076          	-0.25081         
17.37000  		6.65763         	0.35655          	-0.24757         
17.38000  		6.73248         	0.42350          	-0.24367         
17.39000  		6.70335         	0.49068          	-0.23910         
17.40000  		6.49700         	0.55668          	-0.23386         
17.41000  		6.02199         	0.61927          	-0.22798         
17.42000  		5.21273         	0.67545          	-0.22150         
17.43000  		4.06310         	0.72183          	-0.21450         
17.44000  		2.64107         	0.75535          	-0.20711         
17.45000  		1.07988         	0.77395          	-0.19945         
17.46000  		-0.46234        	0.77704          	-0.19168         
17.47000  		-1.86289        	0.76541          	-0.18395         
17.48000  		-3.06916        	0.74075          	-0.17641         
17.49000  		-4.07973        	0.70501          	-0.16918         
17.50000  		-4.89717        	0.66012          	-0.16234         
17.51000  		-5.49258        	0.60818          	-0.15600         
17.52000  		-5.80320        	0.55170          	-0.15020         
17.53000  		-5.76694        	0.49385          	-0.14497         
17.54000  		-5.37682        	0.43813          	-0.14031         
17.55000  		-4.71545        	0.38767          	-0.13619         
17.56000  		-3.94095        	0.34438          	-0.13253         
17.57000  		-3.23518        	0.30850          	-0.12928         
17.58000  		-2.74617        	0.27860          	-0.12634         
17.59000  		-2.54764        	0.25213          	-0.12369         
17.60000  		-2.62172        	0.22628          	-0.12130         
17.61000  		-2.87100        	0.19882          	-0.11917         
17.62000  		-3.16991        	0.16861          	-0.11733         
17.63000  		-3.43442        	0.13559          	-0.11581         
17.64000  		-3.65223        	0.10016          	-0.11463         
17.65000  		-3.84503        	0.06267          	-0.11381         
17.66000  		-4.00673        	0.02341          	-0.11338         
17.67000  		-4.08053        	-0.01702         	-0.11335         
17.68000  		-3.98661        	-0.05736         	-0.11372         
17.69000  		-3.67214        	-0.09565         	-0.11449         
17.70000  		-3.16052        	-0.12982         	-0.11562         
17.71000  		-2.57732        	-0.15851         	-0.11707         
17.72000  		-2.11804        	-0.18198         	-0.11877         
17.73000  		-1.95395        	-0.20234         	-0.12070         
17.74000  		-2.13020        	-0.22276         	-0.12282         
17.75000  		-2.52837        	-0.24606         	-0.12516         
17.76000  		-2.91628        	-0.27328         	-0.12775         
17.77000  		-3.04464        	-0.30308         	-0.13064         
17.78000  		-2.73855        	-0.33200         	-0.13381         
17.79000  		-1.96199        	-0.35550         	-0.13726         
17.80000  		-0.84190        	-0.36952         	-0.14089         
17.81000  		0.36931         	-0.37189         	-0.14461         
17.82000  		1.39203         	-0.36308         	-0.14829         
17.83000  		2.02947         	-0.34597         	-0.15184         
17.84000  		2.23301         	-0.32466         	-0.15520         
17.85000  		2.10552         	-0.30297         	-0.15833         
17.86000  		1.85491         	-0.28316         	-0.16126         
17.87000  		1.71894         	-0.26529         	-0.16400         
17.88000  		1.88335         	-0.24728         	-0.16657         
17.89000  		2.41547         	-0.22579         	-0.16894         
17.90000  		3.24107         	-0.19751         	-0.17106         
17.91000  		4.18295         	-0.16039         	-0.17286         
17.92000  		5.03378         	-0.11430         	-0.17424         
17.93000  		5.61051         	-0.06108         	-0.17512         
17.94000  		5.77942         	-0.00413         	-0.17545         
17.95000  		5.48187         	0.05218          	-0.17521         
17.96000  		4.76361         	0.10340          	-0.17442         
17.97000  		3.77218         	0.14608          	-0.17317         
17.98000  		2.70802         	0.17848          	-0.17154         
17.99000  		1.75989         	0.20082          	-0.16963         
18.00000  		1.06032         	0.21492          	-0.16755         
18.01000  		0.67014         	0.22358          	-0.16535         
18.02000  		0.58346         	0.22984          	-0.16308         
18.03000  		0.74513         	0.23649          	-0.16075         
18.04000  		1.07598         	0.24559          	-0.15834         
18.05000  		1.49665         	0.25845          	-0.15583         
18.06000  		1.93903         	0.27563          	-0.15316         
18.07000  		2.33983         	0.29703          	-0.15030         
18.08000  		2.62892         	0.32187          	-0.14721         
18.09000  		2.74072         	0.34872          	-0.14386         
18.10000  		2.64863         	0.37567          	-0.14023         
18.11000  		2.38032         	0.40081          	-0.13635         
18.12000  		1.99596         	0.42269          	-0.13223         
18.13000  		1.55778         	0.44046          	-0.12791         
18.14000  		1.10822         	0.45379          	-0.12343         
18.15000  		0.65444         	0.46260          	-0.11885         
18.16000  		0.16979         	0.46673          	-0.11420         
18.17000  		-0.38206        	0.46566          	-0.10953         
18.18000  		-1.01832        	0.45866          	-0.10490         
18.19000  		-1.72657        	0.44494          	-0.10038         
18.20000  		-2.47813        	0.42391          	-0.09603         
18.21000  		-3.24495        	0.39530          	-0.09193         
18.22000  		-3.99728        	0.35909          	-0.08815         
18.23000  		-4.69287        	0.31564          	-0.08477         
18.24000  		-5.28170        	0.26576          	-0.08186         
18.25000  		-5.72661        	0.21072          	-0.07947         
18.26000  		-6.02008        	0.15199          	-0.07766         
18.27000  		-6.18043        	0.09099          	-0.07644         
18.28000  		-6.23085        	0.02893          	-0.07584         
18.29000  		-6.18613        	-0.03315         	-0.07586         
18.30000  		-6.05412        	-0.09436         	-0.07650         
18.31000  		-5.83255        	-0.15379         	-0.07774         
